A,18:11:26.093877,0.04
A,18:11:26.125475,0.03
A,18:11:26.155723,0.03
C,18:11:27.899605,10.53
B,18:11:30.047708,5.58
B,18:11:30.080869,0.03
B,18:11:30.114126,0.03
B,18:11:30.152847,0.04
B,18:11:30.203397,0.05
B,18:11:30.251781,0.05
A,18:11:31.187855,5.03
C,18:11:33.427960,5.53
B,18:11:35.295533,5.04
B,18:11:35.347954,0.05
A,18:11:36.225163,5.04
C,18:11:38.482938,5.05
B,18:11:40.388143,5.04
B,18:11:40.439637,0.05
B,18:11:40.465735,0.03
B,18:11:40.503759,0.04
A,18:11:41.257473,5.03
A,18:11:41.315435,0.06
C,18:11:43.874410,5.39
B,18:11:46.023921,5.52
B,18:11:46.059175,0.04
A,18:11:46.344774,5.03
